9,13,10,7,15,17,4,8,11,6,0,16,1,12,3,14,5,2,19,18
3,8,11,10,14,16,4,7,9,0,19,17,6,5,12,2,13,15,18,1
1,8,0,5,6,3,11,18,15,16,7,19,17,10,14,13,12,4,9,2
19,3,11,15,8,7,13,0,5,10,6,9,4,16,12,2,17,1,14,18
19,13,5,11,6,1,2,17,9,10,0,16,14,7,8,12,18,3,4,15
10,18,11,8,16,6,13,15,2,14,17,19,0,1,3,4,7,12,9,5
5,7,8,2,4,14,1,12,18,13,16,10,19,11,17,3,9,0,6,15
12,17,8,6,9,3,14,16,1,0,18,13,19,7,5,10,11,2,15,4
8,1,4,13,14,5,11,19,3,7,16,0,15,17,6,18,10,12,2,9
16,10,5,4,15,8,18,6,1,14,17,11,9,3,13,19,12,0,2,7
3,13,14,6,0,11,8,17,5,7,15,9,2,18,10,16,12,19,4,1
12,7,5,0,18,8,15,6,4,13,19,14,2,17,3,10,16,9,11,1
9,6,11,13,10,3,16,5,18,19,15,0,8,12,14,4,17,1,7,2
16,19,11,8,12,2,1,5,4,15,6,14,13,18,10,7,3,9,17,0
7,1,5,9,18,4,8,6,3,19,15,12,2,17,16,0,13,10,14,11
12,11,16,17,8,7,14,5,13,18,6,4,19,9,2,3,10,0,15,1
15,6,1,7,2,12,13,17,14,0,4,16,10,18,9,5,3,19,8,11
15,13,19,3,17,9,11,18,10,1,6,16,8,2,0,4,14,12,7,5
6,5,10,0,17,9,15,16,18,4,8,14,12,7,1,13,3,2,19,11
0,5,4,3,19,11,16,2,15,18,8,9,7,1,14,6,12,13,10,17
9,6,10,18,17,11,7,3,2,0,5,12,16,15,1,19,14,13,4,8
18,17,3,12,15,9,4,19,5,0,6,16,10,7,14,2,1,8,13,11
16,9,0,12,17,10,3,6,2,18,4,7,13,15,11,14,19,5,8,1
12,9,15,11,8,14,3,17,19,0,13,7,2,18,6,10,4,1,5,16
3,10,18,6,5,17,11,0,15,9,12,8,1,4,7,14,16,2,13,19
9,18,3,16,13,0,11,4,1,19,5,2,8,17,6,10,14,15,12,7
0,4,9,8,10,3,14,1,15,19,6,18,2,7,12,17,13,11,5,16
10,2,6,15,12,8,5,14,3,18,7,0,9,1,17,13,4,19,16,11
15,19,10,2,0,13,11,6,18,7,12,17,14,3,1,5,16,8,4,9
7,13,17,9,18,0,3,4,10,5,2,14,16,12,15,19,8,6,1,11
7,6,18,8,10,17,14,2,1,3,13,0,9,4,19,11,16,15,12,5
1,15,17,14,10,19,6,5,12,2,18,7,3,16,9,13,4,11,0,8
13,19,17,7,10,11,1,16,12,14,5,0,3,2,6,8,9,4,18,15
10,0,5,14,15,8,2,7,13,18,9,1,19,16,4,11,3,12,6,17
2,19,5,1,13,9,8,16,4,7,17,12,3,14,10,18,15,6,0,11
12,11,18,10,19,8,9,0,4,15,5,1,13,6,3,2,7,17,14,16
1,17,10,11,4,13,12,5,6,8,18,15,7,19,0,3,9,2,14,16
7,0,18,11,4,2,12,6,14,17,19,15,10,9,3,5,13,16,1,8
0,7,2,19,18,8,12,6,10,4,13,16,5,17,15,14,9,1,3,11
6,11,16,12,0,17,9,15,19,10,2,8,5,3,13,14,4,18,1,7
7,16,17,0,19,8,11,18,12,1,6,3,10,4,9,14,5,13,2,15
5,3,4,19,9,10,12,14,13,16,2,6,11,8,17,15,18,1,0,7
15,8,16,4,6,13,11,2,14,18,3,7,1,19,9,10,5,17,12,0
9,6,18,15,11,1,16,2,19,14,8,5,3,4,17,7,0,13,12,10
5,8,12,1,13,16,19,11,17,14,10,0,6,18,4,3,9,15,7,2
1,5,11,12,15,10,0,14,6,9,4,3,13,18,16,19,8,17,7,2
16,15,2,6,10,7,1,0,4,9,5,14,19,17,18,8,13,12,11,3
0,9,4,12,8,10,13,14,2,7,19,15,17,3,1,5,6,16,18,11
2,4,8,12,9,13,15,17,11,5,6,18,16,10,14,1,7,19,3,0
0,18,10,11,3,17,1,8,12,15,2,6,14,13,7,19,16,5,9,4
3,0,17,1,7,5,11,14,6,16,8,4,10,15,9,12,13,19,2,18
11,6,7,2,3,14,16,13,12,19,15,0,10,1,18,9,17,4,5,8
9,10,13,14,8,15,4,18,5,0,19,3,16,1,6,2,7,11,12,17
3,7,19,1,18,4,11,14,8,13,10,16,5,9,12,15,17,0,2,6
3,9,5,0,14,18,13,4,19,15,16,8,7,12,17,11,10,6,1,2
4,10,13,8,16,3,6,0,11,1,5,2,14,19,17,15,18,12,9,7
17,12,6,10,8,2,15,7,9,14,5,3,11,1,18,0,16,4,13,19
4,7,18,12,17,10,0,5,2,13,9,19,16,14,1,11,6,15,8,3
19,17,8,7,1,3,18,4,5,14,10,12,0,2,16,13,9,15,6,11
17,19,3,10,0,16,18,2,1,8,12,11,7,14,13,6,5,9,4,15
8,4,1,0,3,12,5,17,14,11,19,2,16,6,10,13,18,9,7,15
1,7,8,0,3,6,11,18,15,4,19,5,16,14,17,13,12,2,9,10
13,10,7,4,18,15,16,2,0,6,17,5,3,11,8,9,19,12,1,14
9,6,2,12,18,10,11,13,17,8,19,5,15,7,1,4,3,0,14,16
12,16,4,7,18,6,19,2,15,8,11,13,9,10,14,0,17,5,3,1
6,1,3,10,7,8,16,14,13,11,5,0,9,4,2,18,17,19,12,15
19,14,8,12,1,10,0,3,7,13,11,16,2,4,18,6,5,15,17,9
16,0,3,18,9,11,19,10,8,17,12,7,15,6,13,14,4,1,2,5
2,5,16,15,0,7,10,11,14,13,1,3,9,4,17,12,18,6,19,8
18,2,4,15,17,0,12,13,19,1,10,3,8,7,6,5,9,11,14,16
